Dept Name,Position Description,Job Min Annual,Job Max Annual,Neg Body
PUBLIC TRANSPORTATION,TRADESMAN CLASS 2,,62544.0,BIU
PUBLIC TRANSPORTATION,CRAFT APPRENTICE,,42067.0,BIU
PUBLIC TRANSPORTATION,TEMPORARY LABOURER,,40721.0,MISC
PUBLIC TRANSPORTATION,GENERAL HELPER,,58055.0,BIU
PUBLIC TRANSPORTATION,PURCHASING OFFICER,79895.0,84445.0,BPSU
PUBLIC TRANSPORTATION,STORE KEEPER,66982.0,72011.0,BPSU
PUBLIC TRANSPORTATION,DIRECTOR,172157.0,172157.0,BPSU
PUBLIC TRANSPORTATION,ASSISTANT DIRECTOR-OPERATIONS,133426.0,144558.0,BPSU
PUBLIC TRANSPORTATION,DEPARTMENTAL COMPTROLLER,119615.0,128645.0,BPSU
PUBLIC TRANSPORTATION,ASSISTANT DIRECTOR-MAINT,128645.0,138378.0,BPSU
PUBLIC TRANSPORTATION,FINANCE & ADMIN MANAGER,93611.0,100668.0,BPSU
PUBLIC TRANSPORTATION,RELIEF ASST OFFICE MANAGER,69449.0,74661.0,BPSU
PUBLIC TRANSPORTATION,ACCOUNTS ASSISTANT,62489.0,66982.0,BPSU
PUBLIC TRANSPORTATION,PROJECT OFFICER,90268.0,97071.0,BPSU
PUBLIC TRANSPORTATION,ADMINISTRATIVE OFFICER,69449.0,74661.0,BPSU
PUBLIC TRANSPORTATION,MESSENGER,,58035.0,BIU
PUBLIC TRANSPORTATION,CASHIER,,57969.0,BIU
PUBLIC WORKS HQ,MINISTRY COMPTROLLER,128645.0,138378.0,BPSU
PUBLIC WORKS HQ,ACCOUNTS ADMINISTRATOR,64606.0,69449.0,BPSU
PUBLIC WORKS HQ,CUSTOMER SERVICE REP.,58600.0,62489.0,BPSU
PUBLIC WORKS HQ,RELIEF ACCOUNTS ADMINISTRATOR,64606.0,69449.0,BPSU
PUBLIC WORKS HQ,ACCOUNTS OFFICER,90268.0,97071.0,BPSU
PUBLIC WORKS HQ,MANAGEMENT ACCOUNTANT,115610.0,124043.0,BPSU
PUBLIC WORKS HQ,CHIEF FINANCIAL OFFICER,157752.0,157752.0,BPSU
PUBLIC WORKS HQ,SAFETY AND HEALTH OFFICER,104393.0,111555.0,BPSU
PUBLIC WORKS HQ,EXECUTIVE ASSISTANT,72011.0,77419.0,BPSU
PUBLIC WORKS HQ,MINISTER'S AIDE - PW,,116317.0,MISC
PUBLIC WORKS HQ,SUMMER STUDENT,,31200.0,MISC
PUBLIC WORKS HQ,SUMMER STUDENT,,36400.0,MISC
PUBLIC WORKS HQ,ADMINISTRATIVE OFFICER,84445.0,90268.0,BPSU
PUBLIC WORKS HQ,ADMINISTRATIVE ASSISTANT,64606.0,69449.0,BPSU
PUBLIC WORKS HQ,PRINC PURCHASNG&SUPPLY OFFICER,108268.0,115610.0,BPSU
PUBLIC WORKS HQ,ASST.PURCHASING&SUPPLIESOFFIC,90268.0,97071.0,BPSU
PUBLIC WORKS HQ,BUYER,60567.0,64606.0,BPSU
PUBLIC WORKS HQ,PURCHASING ADMINISTRATOR,58600.0,62489.0,BPSU
PUBLIC WORKS HQ,ASST.PURCHASING&SUPPLY OFFICER,84445.0,90268.0,BPSU
PUBLIC WORKS HQ,LOGISTICAL COORDINATOR,,74102.0,BIU
PUBLIC WORKS HQ,LOGISTICAL COORDINATOR,,74102.0,BIU
PUBLIC WORKS HQ,HEAD STORE-KEEPER,,69490.0,BIU
PUBLIC WORKS HQ,STOREKEEPER,,61949.0,BIU
PUBLIC WORKS HQ,STOREKEEPER,,61948.0,BIU
PUBLIC WORKS HQ,RELIEF ADMINISTRATIVE ASSIST,58600.0,58599.0,BPSU
PUBLIC WORKS HQ,ARCHITECTURAL TECHNOLOGIST,90268.0,97071.0,BPSU
PUBLIC WORKS HQ,LANDSCAPE ARCHITECT,111555.0,119615.0,BPSU
OFFICE OF THE TAX COMMISSIONER,TAX COMMISSIONER,172157.0,172157.0,BPSU
OFFICE OF THE TAX COMMISSIONER,OFFICE MANAGER,72011.0,77419.0,BPSU
OFFICE OF THE TAX COMMISSIONER,ASST TAX COMMSSNER STAMP DUTY,133426.0,144558.0,BPSU
OFFICE OF THE TAX COMMISSIONER,STAMP DUTY ASSISTANT,64606.0,69449.0,BPSU
OFFICE OF THE TAX COMMISSIONER,TAX INSPECTOR,74661.0,79895.0,BPSU
OFFICE OF THE TAX COMMISSIONER,SENIOR TAX AUDITOR,115610.0,124043.0,BPSU
OFFICE OF THE TAX COMMISSIONER,TAX EXAMINER,87149.0,93611.0,BPSU
OFFICE OF THE TAX COMMISSIONER,ASSISTANT TAX COMMISSIONER,133426.0,144558.0,BPSU
OFFICE OF THE TAX COMMISSIONER,RELIEF CUSTOMER SERVICE REP,62489.0,66982.0,BPSU
OFFICE OF THE TAX COMMISSIONER,CUSTOMER SERVICE REPRESENTATIV,62489.0,66982.0,BPSU
OFFICE OF THE TAX COMMISSIONER,RELIEF CUSTOMER SERVICE REP.,64606.0,69449.0,BPSU
OFFICE OF THE TAX COMMISSIONER,TECHNICAL SUPPORT OFFICER,69449.0,74661.0,BPSU
OFFICE OF THE TAX COMMISSIONER,RELIEF TECHNICAL SUPPORT OFF.,69449.0,74661.0,BPSU
OFFICE OF THE TAX COMMISSIONER,RELIEF TECH SUPPORT OFFICER,69449.0,74661.0,BPSU
OFFICE OF THE TAX COMMISSIONER,OPERATIONS SUPERVISOR,79895.0,84445.0,BPSU
OFFICE OF THE TAX COMMISSIONER,DEBT MANAGEMENT OFFICER,87149.0,93611.0,BPSU
OFFICE OF THE TAX COMMISSIONER,RELIEF DEBT COLLECTOR,64606.0,66982.0,BPSU
OFFICE OF THE TAX COMMISSIONER,T/A DEBT COLLECTOR,64606.0,66982.0,BPSU
REGISTRAR OF COMPANIES,REGISTRAR OF COMPANIES,172157.0,172157.0,BPSU
REGISTRAR OF COMPANIES,RELIEF OFFICE MANAGER,79895.0,84445.0,BPSU
REGISTRAR OF COMPANIES,SYSTEMS ADMINISTRATOR,81771.0,87149.0,BPSU
REGISTRAR OF COMPANIES,DEPARTMENTAL COMPTROLLER,119615.0,128645.0,BPSU
REGISTRAR OF COMPANIES,ASST. REGISTRAR OF COMPANIES,119615.0,128645.0,BPSU
REGISTRAR OF COMPANIES,"SUPERVISOR, REGISTRATION",97071.0,104393.0,BPSU
REGISTRAR OF COMPANIES,REGISTRATION AGENT,77419.0,81771.0,BPSU
REGISTRAR OF COMPANIES,CUSTOMER SERVICE REP.,56823.0,60567.0,BPSU
REGISTRAR OF COMPANIES,REVENUE AGENT,69449.0,74661.0,BPSU
REGISTRAR OF COMPANIES,SEARCH ADMINISTRATOR,56823.0,60567.0,BPSU
REGISTRAR OF COMPANIES,ADMINISTRATIVE ASSISTANT,64606.0,69449.0,BPSU
REGISTRAR OF COMPANIES,ASST. REGISTRAR-R E & C R,124043.0,133426.0,BPSU
REGISTRAR OF COMPANIES,HEAD OF COMPLIANCE,151004.0,151004.0,BPSU
REGISTRAR OF COMPANIES,SENIOR COMPLIANCE OFFICER-AML,97071.0,104393.0,BPSU
REGISTRAR OF COMPANIES,STUDENT INTERN,,43323.0,MISC
REGISTRAR OF COMPANIES,STUDENT INTERN,43323.0,43323.0,MISC
REGISTRAR OF COMPANIES,RELIEF T/A COMPLIANCE OFF.,,93611.0,BPSU
DEPT OF INFO & DIGITAL TECH,DEPUTY CHIEF INFO. OFFICER,157752.0,157752.0,BPSU
DEPT OF INFO & DIGITAL TECH,ADMINISTRATIVE ASSISTANT,60567.0,64606.0,BPSU
DEPT OF INFO & DIGITAL TECH,OFFICE MANAGER,81771.0,87149.0,BPSU
DEPT OF INFO & DIGITAL TECH,"SENIOR MANAGER, INFRASTRUCTURE",128645.0,138378.0,BPSU
DEPT OF INFO & DIGITAL TECH,"SENIOR MANAGER, ADMIN & MGMT",119615.0,128645.0,BPSU
DEPT OF INFO & DIGITAL TECH,"SENIOR MANAGER, BUSINESS SYSTM",128645.0,138378.0,BPSU
DEPT OF INFO & DIGITAL TECH,COMPUTER SERVICES CLERK,55702.0,58600.0,BPSU
DEPT OF INFO & DIGITAL TECH,CHIEF INFORMATION OFFICER,179853.0,179853.0,BPSU
DEPT OF INFO & DIGITAL TECH,RELIEF OPERATIONS ANALYST,72011.0,72012.0,BPSU
DEPT OF INFO & DIGITAL TECH,OPERATIONS ANALYST,74661.0,79895.0,BPSU
DEPT OF INFO & DIGITAL TECH,SYSTEMS ENGINEER - D&D,90268.0,97071.0,BPSU
DEPT OF INFO & DIGITAL TECH,CHIEF SYSTEMS ENGINEER,115610.0,124043.0,BPSU
DEPT OF INFO & DIGITAL TECH,ASSISTANT NETWORK ENGINEER,79895.0,84445.0,BPSU
DEPT OF INFO & DIGITAL TECH,RELIEF NETWORK ENGINEER,90268.0,90268.0,BPSU
DEPT OF INFO & DIGITAL TECH,"NETWORK ENGINEER, D&D",93611.0,100668.0,BPSU
DEPT OF INFO & DIGITAL TECH,CHIEF NETWORK ENGINEER,119615.0,128645.0,BPSU
DEPT OF INFO & DIGITAL TECH,UNIFIED COMMTS ENGINEER,104393.0,111555.0,BPSU
DEPT OF INFO & DIGITAL TECH,"ASST NETWORK ENGINEER, O&S",74661.0,79895.0,BPSU
DEPT OF INFO & DIGITAL TECH,"ASST NETWORK ENGINEER, COLLAB",74661.0,79895.0,BPSU
DEPT OF INFO & DIGITAL TECH,SERVICE SUPERVISOR,97071.0,104393.0,BPSU
DEPT OF INFO & DIGITAL TECH,SERVICE ANAYLST,74661.0,79895.0,BPSU
DEPT OF INFO & DIGITAL TECH,"SENIOR MANAGER, DIGITAL SRVS",124043.0,133426.0,BPSU
DEPT OF INFO & DIGITAL TECH,BUSINESS PROCESS ANALYST,104393.0,111555.0,BPSU
DEPT OF INFO & DIGITAL TECH,RELIEF RELATIONSHIP COORDIN,66982.0,72011.0,BPSU
DEPT OF INFO & DIGITAL TECH,SENIOR MANAGER PORTALS,124043.0,133426.0,BPSU
DEPT OF INFO & DIGITAL TECH,PORTAL ADMINISTRATOR,97071.0,104393.0,BPSU
DEPT OF INFO & DIGITAL TECH,BUSINESS RELATIONSHIP MANAGER,115610.0,124043.0,BPSU
DEPT OF INFO & DIGITAL TECH,BUSINESS RELATIONSHIP MANGER,115610.0,115610.0,BPSU
DEPT OF INFO & DIGITAL TECH,RELIEF SUPPORT ANAYLST,79895.0,79896.0,BPSU
DEPT OF INFO & DIGITAL TECH,IT PROJECT MANAGER,97071.0,104393.0,BPSU
DEPT OF INFO & DIGITAL TECH,TECHNICAL ANALYST,66982.0,72011.0,BPSU
DEPT OF INFO & DIGITAL TECH,SYSTEMS ENGINEER,90268.0,97071.0,BPSU
DEPT OF INFO & DIGITAL TECH,RELIEF SYSTEMS ENGINEER,90268.0,90267.0,BPSU
DEPT OF INFO & DIGITAL TECH,RELIEF SYSTEMS ENGINEER,90268.0,90268.0,BPSU
DEPT OF INFO & DIGITAL TECH,"TRAINING OFFICER, D&D",74661.0,79895.0,BPSU
DEPT OF INFO & DIGITAL TECH,SECURITY ANAYLST,74661.0,79895.0,BPSU
MIN OF ECONOMY & LABOUR HQ,OFFICE MANAGER,81771.0,87149.0,BPSU
MIN OF ECONOMY & LABOUR HQ,MINISTRY COMPTROLLER,128645.0,138378.0,BPSU
MIN OF ECONOMY & LABOUR HQ,RELIEF LABOUR RELATIONS OFF,97071.0,97071.0,BPSU
MIN OF ECONOMY & LABOUR HQ,SPECIAL ADVISOR,,106699.0,MISC
FIRE SERVICES,LIEUTENANT,100911.0,109468.0,FSA
FIRE SERVICES,FIRE FIGHTER,70204.0,82759.0,FSA
FIRE SERVICES,SERGEANT,95933.0,95933.0,FSA
FIRE SERVICES,CIVILIAN MECHANIC,62786.0,82759.0,FSA
FIRE SERVICES,DAY COOK,,51837.0,MISC
FIRE SERVICES,MAINTENANCE MANAGER,97071.0,104393.0,BPSU
FIRE SERVICES,DIVISIONAL OFFICER-TRAINING,119615.0,128645.0,BPSU
FIRE SERVICES,CHIEF FIRE OFFICER,,172157.0,BPSU
FIRE SERVICES,ASSISTANT CHIEF FIRE OFFICER,119615.0,128645.0,BPSU
FIRE SERVICES,ADMINISTRATIVE ASSISTANT,58600.0,62489.0,BPSU
FIRE SERVICES,RELIEF SENIOR CLERK,58600.0,58600.0,BPSU
FIRE SERVICES,FINANCE MANAGER,84445.0,90268.0,BPSU
FIRE SERVICES,CUSTOMER SERVICE REPRESENTATIV,55702.0,58600.0,BPSU
FIRE SERVICES,EMERGENCY MEDICAL COORDINATOR,93611.0,100668.0,BPSU
FIRE SERVICES,ADMINISTRATIVE ASSISTANT,74661.0,79895.0,BPSU
FIRE SERVICES,IT SUPPORT OFFICER,97071.0,104393.0,BPSU
FIRE SERVICES,ACCOUNTS CLERK,58600.0,62489.0,BPSU
FIRE SERVICES,ASST. CHIEF FIRE OFFICER,,151004.0,BPSU
FIRE SERVICES,EMERGENCY MEDICAL DISPATCHER,58600.0,62489.0,BPSU
FIRE SERVICES,DISPATCH SUPERVISOR,79895.0,84445.0,BPSU
FIRE SERVICES,NIGHT COOK,70204.0,82759.0,FSA
FIRE SERVICES,DIVISIONAL OFFICER-OPERATIONS,119615.0,128645.0,BPSU
FIRE SERVICES,DIVISIONAL OFFICER-AIRPORT,119615.0,128645.0,BPSU
FIRE SERVICES,CREW COMMANDER,95933.0,95933.0,FSA
FIRE SERVICES,WATCH COMMANDER,103763.0,103763.0,FSA
MIN OF TRANSPORT HQ,MINISTRY COMPTROLLER,128645.0,138378.0,BPSU
MIN OF TRANSPORT HQ,EXECUTIVE ASSISTANT,74661.0,79895.0,BPSU
MIN OF TRANSPORT HQ,ACCOUNTING ADMIN OFFICER,69449.0,74661.0,BPSU
MIN OF TRANSPORT HQ,TRANSPORTATION COORDINATOR,97071.0,104393.0,BPSU
LAND VALUATION,DIRECTOR OF LAND VALUATION,164794.0,164794.0,BPSU
LAND VALUATION,ASSISTANT DIRECTOR VALUATIONS,124043.0,133426.0,BPSU
LAND VALUATION,PROPERTY VALUATION INSPECTOR,79895.0,84445.0,BPSU
LAND VALUATION,RELIEF OFFICE MANAGER,72011.0,77419.0,BPSU
LAND VALUATION,ASSISTANT DIRECTOR APPRAISALS,124043.0,133426.0,BPSU
LAND VALUATION,DESIGNATE VALUER,97071.0,104393.0,BPSU
DEPT OF COMMUNICATION,DIRECTOR,164794.0,164794.0,BPSU
DEPT OF COMMUNICATION,ACCOUNTS ASSISTANT,62489.0,66982.0,BPSU
DEPT OF COMMUNICATION,ADMINISTRATIVE OFFICER,74661.0,79895.0,BPSU
DEPT OF COMMUNICATION,INTERNAL COMMUNICATIONS OFFICE,50006.0,97071.0,BPSU
DEPT OF COMMUNICATION,"ASSISTANT DIRECTOR, COMMUNICAT",119615.0,128645.0,BPSU
DEPT OF COMMUNICATION,COMMUNICATIONS OFFICER,93611.0,100668.0,BPSU
DEPT OF COMMUNICATION,CONTENT OFFICER,93611.0,100668.0,BPSU
DEPT OF COMMUNICATION,SOCIAL MEDIA OFFICER,93611.0,100668.0,BPSU
DEPT OF COMMUNICATION,GENERAL MANAGER,111555.0,119615.0,BPSU
DEPT OF COMMUNICATION,PROGRAMME MANAGER,90268.0,97071.0,BPSU
DEPT OF COMMUNICATION,EFP/ENG VIDEOGRAPHER,64606.0,69449.0,BPSU
DEPT OF COMMUNICATION,SENIOR PRODUCER,100668.0,108268.0,BPSU
DEPT OF COMMUNICATION,TELEVISION EDITOR,74661.0,79895.0,BPSU
DEPT OF COMMUNICATION,PHOTOGRAPHER,87149.0,93611.0,BPSU
DEPT OF COMMUNICATION,GRAPHIC DESIGNER,79895.0,84445.0,BPSU
DEPT OF COMMUNICATION,PHOTO LIBRARIAN,79895.0,84445.0,BPSU
DEPT OF COMMUNICATION,RELIEF GRAPHIC DESIGNER,79895.0,84445.0,BPSU
DEPT OF COMMUNICATION,SENIOR GRAPHIC DESIGNER,87149.0,93611.0,BPSU
DEPT OF COMMUNICATION,ASSISTANT DIRECTOR CREATIVE,119615.0,128645.0,BPSU
DEPT OF COMMUNICATION,SNR CUSTOMER SVS REPRESENTATIV,64606.0,69449.0,BPSU
DEPT OF COMMUNICATION,CUSTOMER SERVICE REPRESENTATIV,37546.0,55702.0,BPSU
DEPARTMENT OF CULTURE,DIRECTOR,151004.0,151004.0,BPSU
DEPARTMENT OF CULTURE,CULTURAL PROGRAMME COORDINATOR,64606.0,69449.0,BPSU
DEPARTMENT OF CULTURE,CULTURAL PROGRAMME MANAGER,100668.0,108268.0,BPSU
DEPARTMENT OF CULTURE,RELIEF ACCTS & PROGRAM ASSIST,60567.0,64606.0,BPSU
FINANCIAL ASSISTANCE,FINANCIAL ASSISTANCE OFFICER,90268.0,97071.0,BPSU
FINANCIAL ASSISTANCE,CUSTOMER SERVCE REPRESENTATIVE,58600.0,62489.0,BPSU
FINANCIAL ASSISTANCE,FINANCIAL ASSISTANCE MANAGER,119615.0,128645.0,BPSU
FINANCIAL ASSISTANCE,RELATIONSHIP ADMINISTRATOR,60567.0,64606.0,BPSU
FINANCIAL ASSISTANCE,RELIEF RELATIONSHIP ADMIN,60567.0,64606.0,BPSU
FINANCIAL ASSISTANCE,EXECUTIVE ASSISTANT,74661.0,79895.0,BPSU
FINANCIAL ASSISTANCE,ACCOUNTS OFFICER,72011.0,77419.0,BPSU
FINANCIAL ASSISTANCE,SOCIAL WORKER,104393.0,111555.0,BPSU
FINANCIAL ASSISTANCE,INVESTIGATIVE OFFICER,93611.0,100668.0,BPSU
FINANCIAL ASSISTANCE,DEPARTMENT COMPTROLLER,119615.0,128645.0,BPSU
FINANCIAL ASSISTANCE,DEPUTY DIRECTOR,133426.0,144558.0,BPSU
FINANCIAL ASSISTANCE,RELATIONSHIP COORDINATOR,93611.0,100668.0,BPSU
FINANCIAL ASSISTANCE,SENIOR SOCIAL WORKER,119615.0,128645.0,BPSU
FINANCIAL ASSISTANCE,RELIEF FIN. ASSISTANCE OFFICER,90268.0,97071.0,BPSU
FINANCIAL ASSISTANCE,RELIEF RELATIONSHIP ADMIN.,60567.0,64606.0,BPSU
HUMAN RIGHTS COMMISSION,EXECUTIVE OFFICER HUMAN RIGHTS,115610.0,124043.0,BPSU
HUMAN RIGHTS COMMISSION,INVESTIG. OFFICER HUMAN RIGHTS,93611.0,100668.0,BPSU
HUMAN RIGHTS COMMISSION,ADMINISTRATIVE OFFICER- INTAKE,62489.0,66982.0,BPSU
HUMAN RIGHTS COMMISSION,ADMINISTRATIVE OFFICER,72011.0,77419.0,BPSU
HUMAN RIGHTS COMMISSION,LEGAL COUNSEL,133426.0,144558.0,BPSU
HUMAN RIGHTS COMMISSION,EDUCATION OFFICER - C.U.R.E.,90268.0,97071.0,BPSU
HUMAN RIGHTS COMMISSION,INVESTIGATIONS OFFICER,93611.0,100668.0,BPSU
DEPT OF WORKFORCE DEVELOPMENT,DIRECTOR,164794.0,164794.0,BPSU
DEPT OF WORKFORCE DEVELOPMENT,RELIEF CUSTOMER SERVICE REP,50006.0,53736.0,BPSU
DEPT OF WORKFORCE DEVELOPMENT,T/A IT SYSTEMS SUPPORT OFFICER,87149.0,93611.0,BPSU
DEPT OF WORKFORCE DEVELOPMENT,RELIEF MANAGEMENT ACCOUNTANT,115610.0,124043.0,BPSU
DEPT OF WORKFORCE DEVELOPMENT,TRAINING MANAGER,133426.0,144558.0,BPSU
DEPT OF WORKFORCE DEVELOPMENT,ADMINISTRATIVE ASSISTANT,60567.0,64606.0,BPSU
DEPT OF WORKFORCE DEVELOPMENT,TRAINING & ASSESSMENT OFFICER,93611.0,100668.0,BPSU
DEPT OF WORKFORCE DEVELOPMENT,STANDARDS AND ENFORCMENT OFFIC,100668.0,108268.0,BPSU
DEPT OF WORKFORCE DEVELOPMENT,ADMINISTRATIVE ASSISTANT,62489.0,66982.0,BPSU
DEPT OF WORKFORCE DEVELOPMENT,STANDARDS/ENFORCEMENT OFFICER,100668.0,108268.0,BPSU
DEPT OF WORKFORCE DEVELOPMENT,RELIEF CAREER DEVELOPMENT OFF,87149.0,93611.0,BPSU
DEPT OF WORKFORCE DEVELOPMENT,CAREER DEVELOPMENT OFFICER,93611.0,100668.0,BPSU
DEPT OF WORKFORCE DEVELOPMENT,RELIEF ADMINISTRATIVE ASST,60567.0,64606.0,BPSU
DEPT OF WORKFORCE DEVELOPMENT,INTAKE OFFICER,79895.0,84445.0,BPSU
DEPT OF WORKFORCE DEVELOPMENT,RELIEF CAREER DEVELOPMENT OFFC,93611.0,100668.0,BPSU
DEPT OF EMP & ORG. DEVELOPMENT,SR MANAGEMENT SERVICES PARTNER,151004.0,151004.0,BPSU
DEPT OF EMP & ORG. DEVELOPMENT,MANAGEMENT SERVICES PARTNER,124043.0,133426.0,BPSU
DEPT OF EMP & ORG. DEVELOPMENT,RELIEF COMP & BEN MANAGER,119615.0,128645.0,BPSU
DEPT OF EMP & ORG. DEVELOPMENT,COMPENSATION SUPERVISOR,100668.0,108268.0,BPSU
DEPT OF EMP & ORG. DEVELOPMENT,COMPENSATION OFFICER,74661.0,79895.0,BPSU
DEPT OF EMP & ORG. DEVELOPMENT,RELIEF COMPENSATION OFFICER,64606.0,69449.0,BPSU
DEPT OF EMP & ORG. DEVELOPMENT,T/A SENIOR COMPENSATION OFF.,79895.0,84445.0,BPSU
DEPT OF EMP & ORG. DEVELOPMENT,CHIEF EMPL & ORG DEVL OFFICER,179853.0,179853.0,BPSU
DEPT OF EMP & ORG. DEVELOPMENT,"DEPUTY CHIEF, SHARED SERVICES",151004.0,151004.0,BPSU
DEPT OF EMP & ORG. DEVELOPMENT,ADMINISTRATIVE OFFICER,77419.0,81771.0,BPSU
DEPT OF EMP & ORG. DEVELOPMENT,PSC MEMBER,,13083.0,STATPOST
DEPT OF EMP & ORG. DEVELOPMENT,PSC MEMBER/ CHAIRMAN,,28658.0,STATPOST
DEPT OF EMP & ORG. DEVELOPMENT,PSC MEMBER,,13083.0,STATPOST
DEPT OF EMP & ORG. DEVELOPMENT,BENEFITS SUPERVISOR,97071.0,104393.0,BPSU
DEPT OF EMP & ORG. DEVELOPMENT,SENIOR BENEFITS OFFICER,77419.0,81771.0,BPSU
DEPT OF EMP & ORG. DEVELOPMENT,BENEFITS OFFICER,72011.0,77419.0,BPSU
DEPT OF EMP & ORG. DEVELOPMENT,TALENT ACQUISITION MANAGER,124043.0,133426.0,BPSU
DEPT OF EMP & ORG. DEVELOPMENT,HR PARTNER- RECRUITMENT,93611.0,100668.0,BPSU
DEPT OF EMP & ORG. DEVELOPMENT,SHARED SERVICES COORDINATOR,97071.0,104393.0,BPSU
DEPT OF EMP & ORG. DEVELOPMENT,HR ASSOCIATE,72011.0,77419.0,BPSU
DEPT OF EMP & ORG. DEVELOPMENT,RELIEF HR ASSOCIATE- CSR,60567.0,64606.0,BPSU
DEPT OF EMP & ORG. DEVELOPMENT,SENIOR HR BUSINESS PARTNER,133426.0,144558.0,BPSU
DEPT OF EMP & ORG. DEVELOPMENT,HR BUSINESS PARTNER,115610.0,124043.0,BPSU
DEPT OF EMP & ORG. DEVELOPMENT,HR BUSINESS PARTNER,115610.0,133426.0,BPSU
DEPT OF EMP & ORG. DEVELOPMENT,HR BUSINESS PARTNER,115610.0,128645.0,BPSU
DEPT OF EMP & ORG. DEVELOPMENT,HR PARTNER,93611.0,100668.0,BPSU
DEPT OF EMP & ORG. DEVELOPMENT,SENIOR TALENT MGMT PARTNER,133426.0,144558.0,BPSU
DEPT OF EMP & ORG. DEVELOPMENT,TALENT MGMNT PARTNER,111555.0,119615.0,BPSU
DEPT OF EMP & ORG. DEVELOPMENT,TALENT MANAGEMENT PARTNER,111555.0,119615.0,BPSU
DEPT OF EMP & ORG. DEVELOPMENT,TALENT PARTNER,90268.0,97071.0,BPSU
DEPT OF EMP & ORG. DEVELOPMENT,BURSARY STUDENT,48249.0,48248.0,BPSU
DEPT OF EMP & ORG. DEVELOPMENT,HR PARTNER - RESEARCH,93611.0,100668.0,BPSU
DEPT OF EMP & ORG. DEVELOPMENT,HR SYSTEMS SPECIALIST,90268.0,97071.0,BPSU
PARLIAMENTARY REGISTRAR,PARLIAMENTARY REGISTRAR,124043.0,133426.0,BPSU
PARLIAMENTARY REGISTRAR,ASST PARLIAMENTARY REGISTRAR,93611.0,100668.0,BPSU
PARKS,PARKS OFFICER,90268.0,97071.0,BPSU
PARKS,PARK RANGER,58600.0,62489.0,BPSU
PARKS,TRADESMAN CLASS 1A,,66247.0,BIU
PARKS,PARK RANGER,58600.0,62489.0,BIU
PARKS,SEASONAL PARK RANGER ASSISTANT,,42900.0,MISC
PARKS,SEASONAL PARK RANGER ASSISTANT,,33150.0,MISC
PARKS,LIFEGUARD SUPERINTENDENT,72011.0,81771.0,BPSU
PARKS,SEASONAL LIFEGUARD,,45760.0,MISC
PARKS,SEASONAL LIFEGUARD,,45760.0,BIU
PARKS,FOREMAN GRADE I,,67892.0,BIU
PARKS,SKILLED GARDENER 1,,60716.0,BIU
PARKS,SANITATION DRIVER,,65388.0,BIU
PARKS,TRUCK DRIVER,,59884.0,BIU
PARKS,HEAVY LABOURER,,58098.0,BIU
PARKS,GARDENER,,58553.0,BIU
PARKS,SUPER./WORKING CRAFT FOREMAN,,69490.0,BIU
PARKS,TRADESMAN CLASS 1,,66247.0,BIU
PARKS,FOREMAN I,,67892.0,BIU
PARKS,HEAVY LABOURER,,58098.0,BIU
PARKS,TRASH TRUCK DRIVER,,59884.0,BIU
PARKS,TRASH TRUCK ASSISTANT,,58098.0,BIU
PARKS,FOREMAN GRADE 2,,66010.0,BIU
PARKS,LIGHT MOTOR MOWER,,58954.0,BIU
PARKS,SKILLED GARDENER 2,,58954.0,BIU
PARKS,TREE SURGEON I,,62544.0,BIU
PARKS,TRAINEE TREE SURGEON,,59539.0,BIU
PARKS,TREE SURGEON 1,,62544.0,BIU
PARKS,FOREMAN GRADE 1,,67892.0,BIU
PARKS,LABOURER,,58098.0,BIU
PARKS,SKILLED GARRDNER II,,58954.0,BIU
PARKS,TRACTOR DRIVER,,60408.0,BIU
PARKS,FOREMAN GRADE 3,,65166.0,BIU
PARKS,HEAVY LABOURER,,56388.0,BIU
PARKS,GARDENER,,60408.0,BIU
PARKS,DIRECTOR PARKS,164794.0,164794.0,BPSU
PARKS,OFFICE MANAGER,77419.0,81771.0,BPSU
PARKS,ACCOUNTS & PAYROLL ADMIN.,62489.0,66982.0,BPSU
PARKS,RECEPTIONIST/SECRETARY,51837.0,55702.0,BPSU
PARKS,CLERK,,57062.0,BIU
PARKS,ASSISTANT PARK PLANNER,90268.0,97071.0,BPSU
PARKS,SUPERINTENDENT HORTICULTURE,84445.0,90268.0,BPSU
PARKS,PROPAGATOR,,64718.0,BIU
PARKS,SKILLED GARDENER 1,,58954.0,BIU
PARKS,TRADESMAN CLASS 2,,62544.0,BIU
PARKS,GENERAL HELPER,,25061.0,BIU
PARKS,SKILLED GARDENER,,60716.0,BIU
PARKS,FORMAN GRADE 3,,65166.0,BIU
PARKS,SUPER. FOREMAN (BOTANICAL GAR),,72526.0,BIU
PARKS,RELIEF SUPERINTENDENT OF,79895.0,84445.0,BPSU
PARKS,GUIDE (FORT ST. CATHERINE),55702.0,58600.0,BPSU
PARKS,GUIDE,55702.0,58600.0,BPSU
PARKS,CUSTOMER SERVICE REP,56823.0,60567.0,BPSU
"MIN OF TOURIS, CULTURE & SPORT",EXECUTIVE ASSISTANT,72011.0,77419.0,BPSU
"MIN OF TOURIS, CULTURE & SPORT",MINISTRY COMPTROLLER,128645.0,138378.0,BPSU
"MIN OF TOURIS, CULTURE & SPORT",SENIOR ACCOUNTS OFFICER,97071.0,104393.0,BPSU
